"FullName","Extension","Length","LastWriteTime"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\realtime\__pycache__\realtime.cpython-311.pyc",".pyc","58894","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\realtime\__pycache__\sessions.cpython-311.pyc",".pyc","16707","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\realtime\__pycache__\transcription_sessions.cpython-311.pyc",".pyc","12224","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\__init__.py",".py","1177","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\messages.py",".py","30794","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\threads.py",".py","97845","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\runs\__init__.py",".py","771","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\runs\runs.py",".py","155813","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\runs\steps.py",".py","16981","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\runs\__pycache__\__init__.cpython-311.pyc",".pyc","993","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\runs\__pycache__\runs.cpython-311.pyc",".pyc","87215","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\runs\__pycache__\steps.cpython-311.pyc",".pyc","15537","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\__pycache__\__init__.cpython-311.pyc",".pyc","1379","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\__pycache__\messages.cpython-311.pyc",".pyc","24625","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\threads\__pycache__\threads.cpython-311.pyc",".pyc","57391","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\__pycache__\__init__.cpython-311.pyc",".pyc","1752","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\__pycache__\assistants.cpython-311.pyc",".pyc","33002","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\beta\__pycache__\beta.cpython-311.pyc",".pyc","12269","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\__init__.py",".py","849","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\chat.py",".py","3364","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\completions\__init__.py",".py","901","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\completions\completions.py",".py","165266","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\completions\messages.py",".py","8010","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\completions\__pycache__\__init__.cpython-311.pyc",".pyc","1064","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\completions\__pycache__\completions.cpython-311.pyc",".pyc","85730","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\completions\__pycache__\messages.cpython-311.pyc",".pyc","9497","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\__pycache__\__init__.cpython-311.pyc",".pyc","1022","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\chat\__pycache__\chat.cpython-311.pyc",".pyc","6859","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\__init__.py",".py","849","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\containers.py",".py","20696","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\files\__init__.py",".py","810","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\files\content.py",".py","6491","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\files\files.py",".py","21110","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\files\__pycache__\__init__.cpython-311.pyc",".pyc","1013","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\files\__pycache__\content.cpython-311.pyc",".pyc","8505","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\files\__pycache__\files.cpython-311.pyc",".pyc","21233","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\__pycache__\__init__.cpython-311.pyc",".pyc","1028","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\containers\__pycache__\containers.cpython-311.pyc",".pyc","20025","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\__init__.py",".py","888","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\api.md",".md","3047","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\conversations.py",".py","19151","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\items.py",".py","23969","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\__pycache__\__init__.cpython-311.pyc",".pyc","1052","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\__pycache__\conversations.cpython-311.pyc",".pyc","18966","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\conversations\__pycache__\items.cpython-311.pyc",".pyc","20799","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\__init__.py",".py","771","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\evals.py",".py","25904","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\runs\__init__.py",".py","850","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\runs\output_items.py",".py","12530","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\runs\runs.py",".py","24359","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\runs\__pycache__\__init__.cpython-311.pyc",".pyc","1029","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\runs\__pycache__\output_items.cpython-311.pyc",".pyc","13007","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\runs\__pycache__\runs.cpython-311.pyc",".pyc","23294","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\__pycache__\__init__.cpython-311.pyc",".pyc","981","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\evals\__pycache__\evals.cpython-311.pyc",".pyc","23443","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\__init__.py",".py","1597","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\fine_tuning.py",".py","5410","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\alpha\__init__.py",".py","810","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\alpha\alpha.py",".py","3274","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\alpha\graders.py",".py","10758","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\alpha\__pycache__\__init__.cpython-311.pyc",".pyc","1014","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\alpha\__pycache__\alpha.cpython-311.pyc",".pyc","6809","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\alpha\__pycache__\graders.cpython-311.pyc",".pyc","11265","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\checkpoints\__init__.py",".py","940","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\checkpoints\checkpoints.py",".py","3606","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\checkpoints\permissions.py",".py","17103","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\checkpoints\__pycache__\__init__.cpython-311.pyc",".pyc","1092","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\checkpoints\__pycache__\checkpoints.cpython-311.pyc",".pyc","7025","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\checkpoints\__pycache__\permissions.cpython-311.pyc",".pyc","15669","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\jobs\__init__.py",".py","849","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\jobs\checkpoints.py",".py","7442","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\jobs\jobs.py",".py","37033","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\jobs\__pycache__\__init__.cpython-311.pyc",".pyc","1034","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\jobs\__pycache__\checkpoints.cpython-311.pyc",".pyc","9139","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\jobs\__pycache__\jobs.cpython-311.pyc",".pyc","29270","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\__pycache__\__init__.cpython-311.pyc",".pyc","1774","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\fine_tuning\__pycache__\fine_tuning.cpython-311.pyc",".pyc","11332","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\__init__.py",".py","1269","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\api.md",".md","5162","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\calls.py",".py","33555","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\client_secrets.py",".py","9262","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\realtime.py",".py","44876","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\__pycache__\__init__.cpython-311.pyc",".pyc","1425","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\__pycache__\calls.cpython-311.pyc",".pyc","26623","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\__pycache__\client_secrets.cpython-311.pyc",".pyc","9714","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\realtime\__pycache__\realtime.cpython-311.pyc",".pyc","58975","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\__init__.py",".py","1322","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\api.md",".md","6462","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\input_items.py",".py","8774","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\input_tokens.py",".py","14466","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\responses.py",".py","198100","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\__pycache__\__init__.cpython-311.pyc",".pyc","1453","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\__pycache__\input_items.cpython-311.pyc",".pyc","10133","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\__pycache__\input_tokens.cpython-311.pyc",".pyc","12730","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\responses\__pycache__\responses.cpython-311.pyc",".pyc","121091","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\__init__.py",".py","1203","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\content.py",".py","6129","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\skills.py",".py","22638","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\versions\__init__.py",".py","849","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\versions\content.py",".py","6551","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\versions\versions.py",".py","20264","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\versions\__pycache__\__init__.cpython-311.pyc",".pyc","1033","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\versions\__pycache__\content.cpython-311.pyc",".pyc","8547","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\versions\__pycache__\versions.cpython-311.pyc",".pyc","20863","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\__pycache__\__init__.cpython-311.pyc",".pyc","1387","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\__pycache__\content.cpython-311.pyc",".pyc","8124","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\skills\__pycache__\skills.cpython-311.pyc",".pyc","23987","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\uploads\__init__.py",".py","810","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\uploads\parts.py",".py","8121","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\uploads\uploads.py",".py","25979","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\uploads\__pycache__\__init__.cpython-311.pyc",".pyc","1004","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\uploads\__pycache__\parts.cpython-311.pyc",".pyc","9856","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\uploads\__pycache__\uploads.cpython-311.pyc",".pyc","27172","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\__init__.py",".py","1296","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\file_batches.py",".py","36010","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\files.py",".py","40935","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\vector_stores.py",".py","35451","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\__pycache__\__init__.cpython-311.pyc",".pyc","1443","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\__pycache__\file_batches.cpython-311.pyc",".pyc","33851","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\__pycache__\files.cpython-311.pyc",".pyc","34285","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\vector_stores\__pycache__\vector_stores.cpython-311.pyc",".pyc","31423","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\webhooks\__init__.py",".py","291","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\webhooks\api.md",".md","610","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\webhooks\webhooks.py",".py","7826","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\webhooks\__pycache__\__init__.cpython-311.pyc",".pyc","875","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\webhooks\__pycache__\webhooks.cpython-311.pyc",".pyc","10663","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\__init__.cpython-311.pyc",".pyc","6605","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\batches.cpython-311.pyc",".pyc","17965","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\completions.cpython-311.pyc",".pyc","29086","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\embeddings.cpython-311.pyc",".pyc","13006","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\files.cpython-311.pyc",".pyc","26330","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\images.cpython-311.pyc",".pyc","46034","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\models.cpython-311.pyc",".pyc","11816","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\moderations.cpython-311.pyc",".pyc","9246","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\resources\__pycache__\videos.cpython-311.pyc",".pyc","29210","3/10/2026 10:26:52 AM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\__init__.py",".py","7977","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\audio_model.py",".py","344","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\audio_response_format.py",".py","276","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\auto_file_chunking_strategy_param.py",".py","495","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\batch_create_params.py",".py","2818","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\batch_error.py",".py","622","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\batch_list_params.py",".py","705","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\batch_request_counts.py",".py","479","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\batch_usage.py",".py","1260","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\batch.py",".py","3517","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\chat_model.py",".py","177","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\completion_choice.py",".py","965","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\completion_create_params.py",".py","7652","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\completion_usage.py",".py","1895","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\completion.py",".py","1347","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\container_create_params.py",".py","1771","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\container_create_response.py",".py","1991","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\container_list_params.py",".py","952","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\container_list_response.py",".py","1987","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\container_retrieve_response.py",".py","1995","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\create_embedding_response.py",".py","848","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\deleted_skill.py",".py","288","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\embedding_create_params.py",".py","2039","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\embedding_model.py",".py","281","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\embedding.py",".py","711","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_create_params.py",".py","8239","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_create_response.py",".py","4468","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_custom_data_source_config.py",".py","876","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_delete_response.py",".py","245","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_list_params.py",".py","754","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_list_response.py",".py","4464","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_retrieve_response.py",".py","4472","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_stored_completions_data_source_config.py",".py","1137","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_update_params.py",".py","757","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\eval_update_response.py",".py","4468","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_chunking_strategy_param.py",".py","517","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_chunking_strategy.py",".py","559","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_content.py",".py","184","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_create_params.py",".py","1584","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_deleted.py",".py","277","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_list_params.py",".py","960","3/3/2026 3:01:13 PM"
"C:\eva-foundry\07-foundation-layer\.venv\Lib\site-packages\openai\types\file_object.py",".py","1589","3/3/2026 3:01:13 PM"
